#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000007_ptg000007l:423866-425314   -            483 1653at4891           -            641   1.3e-08   25.1   0.8   2   3   1.5e-07   3.6e-07   20.2   1.0   143   322   171   347   121   375 0.73 -
C0000000007_ptg000007l:423866-425314   -            483 1653at4891           -            641   1.3e-08   25.1   0.8   3   3      0.23      0.55   -0.2   0.0    64   149   370   457   353   483 0.64 -
C0000000014_ptg000014l:208371-209279   -            303 1653at4891           -            641   1.1e-05   15.4   0.3   1   2   5.2e-05   0.00013   11.8   0.2    44   170     8   141     3   185 0.69 -
C0000000014_ptg000014l:208371-209279   -            303 1653at4891           -            641   1.1e-05   15.4   0.3   2   2     0.078      0.19    1.4   0.0   221   251   250   282   237   289 0.59 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/1653at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/rerun_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/rerun_results/1653at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/1653at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/rerun_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:49 2023
# [ok]
